study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,,mean BD,median BD
Vincent_and_Dionne_2023,Webhannet,Webhannet56,single set of methods,15,20,Webhannet56-20,0.611374125,0.030087378,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet57,single set of methods,0,5,Webhannet57-5,0.81039147,0.04802279,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet57,single set of methods,5,10,Webhannet57-10,0.6739338,0.035904673,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet57,single set of methods,10,15,Webhannet57-15,0.720778962,0.047238211,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet57,single set of methods,15,20,Webhannet57-20,1.104889402,0.084471093,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet58,single set of methods,0,5,Webhannet58-5,0.680895926,0.043735324,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet58,single set of methods,5,10,Webhannet58-10,0.63534373,0.031860508,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet58,single set of methods,10,15,Webhannet58-15,0.920393062,0.064831236,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet58,single set of methods,15,20,Webhannet58-20,1.063912317,0.072940875,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet59,single set of methods,0,5,Webhannet59-5,0.913132559,0.065215643,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet59,single set of methods,5,10,Webhannet59-10,1.189926798,0.120655607,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet59,single set of methods,10,15,Webhannet59-15,1.227124443,0.124477972,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet59,single set of methods,15,20,Webhannet59-20,1.153823202,0.111763064,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet60,single set of methods,0,5,Webhannet60-5,0.679503501,0.063133367,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet60,single set of methods,5,10,Webhannet60-10,0.955899905,0.08873498,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet60,single set of methods,10,15,Webhannet60-15,0.863602005,0.073565592,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet60,single set of methods,15,20,Webhannet60-20,1.05893937,0.085991178,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet61,single set of methods,0,5,Webhannet61-5,0.699892584,0.057523619,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet61,single set of methods,5,10,Webhannet61-10,0.602522279,0.056402449,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet61,single set of methods,10,15,Webhannet61-15,0.590487747,0.057999413,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet61,single set of methods,15,20,Webhannet61-20,0.634945894,0.051560785,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet62,single set of methods,0,5,Webhannet62-5,0.577259707,0.066023516,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet62,single set of methods,5,10,Webhannet62-10,0.697107734,0.058295651,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet62,single set of methods,10,15,Webhannet62-15,0.607495226,0.068928374,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet62,single set of methods,15,20,Webhannet62-20,0.704268778,0.064304493,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet63,single set of methods,0,5,Webhannet63-5,0.758274984,0.076449345,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet63,single set of methods,5,10,Webhannet63-10,0.735598345,0.08264137,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet63,single set of methods,10,15,Webhannet63-15,0.872155474,0.101232874,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet63,single set of methods,15,20,Webhannet63-20,1.374820974,0.134868926,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet64,single set of methods,0,5,Webhannet64-5,0.519971356,0.044293552,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet64,single set of methods,5,10,Webhannet64-10,0.631962126,0.059834631,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet64,single set of methods,10,15,Webhannet64-15,0.66925923,0.061741017,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet64,single set of methods,15,20,Webhannet64-20,0.699494749,0.05883971,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet65,single set of methods,0,5,Webhannet65-5,0.834261617,0.102438602,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet65,single set of methods,5,10,Webhannet65-10,0.807706079,0.095325149,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet65,single set of methods,10,15,Webhannet65-15,0.839532941,0.088210193,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet65,single set of methods,15,20,Webhannet65-20,1.470003183,0.134644414,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet66,single set of methods,0,5,Webhannet66-5,0.724558402,0.088276591,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet66,single set of methods,5,10,Webhannet66-10,0.724160567,0.079948376,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet66,single set of methods,10,15,Webhannet66-15,0.64101289,0.068225233,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet66,single set of methods,15,20,Webhannet66-20,0.714612508,0.066571803,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet67,single set of methods,0,5,Webhannet67-5,0.545333386,0.039438094,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet67,single set of methods,5,10,Webhannet67-10,0.578055379,0.023969196,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet67,single set of methods,10,15,Webhannet67-15,0.69651098,0.097929528,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet67,single set of methods,15,20,Webhannet67-20,0.665380331,0.040188642,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet68,single set of methods,0,5,Webhannet68-5,0.533398313,0.042308845,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet68,single set of methods,5,10,Webhannet68-10,0.615849777,0.033035552,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet68,single set of methods,10,15,Webhannet68-15,0.520568109,0.037923855,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet68,single set of methods,15,20,Webhannet68-20,0.61366168,0.038465649,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet69,single set of methods,0,5,Webhannet69-5,0.606003342,0.067981614,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet69,single set of methods,5,10,Webhannet69-10,0.668563017,0.066963465,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet69,single set of methods,10,15,Webhannet69-15,0.669855983,0.059427503,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet69,single set of methods,15,20,Webhannet69-20,0.761358211,0.060140903,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet70,single set of methods,0,5,Webhannet70-5,0.643002069,0.062415709,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet70,single set of methods,5,10,Webhannet70-10,0.491625557,0.031999332,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet70,single set of methods,10,15,Webhannet70-15,0.481281827,0.035455556,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet70,single set of methods,15,20,Webhannet70-20,0.671546785,0.057122743,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet71,single set of methods,0,5,Webhannet71-5,0.683282941,0.096212202,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet71,single set of methods,5,10,Webhannet71-10,0.747831795,0.083922911,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet71,single set of methods,10,15,Webhannet71-15,0.620524348,0.058343016,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet71,single set of methods,15,20,Webhannet71-20,0.726746499,0.075039607,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet72,single set of methods,0,5,Webhannet72-5,0.820635742,0.108303147,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet72,single set of methods,5,10,Webhannet72-10,0.989218651,0.111584849,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet72,single set of methods,10,15,Webhannet72-15,0.709341184,0.061677398,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet72,single set of methods,15,20,Webhannet72-20,1.125576862,0.12221764,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet73,single set of methods,0,5,Webhannet73-5,0.380132081,0.024664798,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet73,single set of methods,5,10,Webhannet73-10,0.52524268,0.051720729,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet73,single set of methods,10,15,Webhannet73-15,0.457312222,0.043656386,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet73,single set of methods,15,20,Webhannet73-20,0.461787874,0.037423751,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet74,single set of methods,0,5,Webhannet74-5,0.492023393,0.050905,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet74,single set of methods,5,10,Webhannet74-10,0.544438256,0.042381514,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet74,single set of methods,10,15,Webhannet74-15,0.431353437,0.033737514,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet74,single set of methods,15,20,Webhannet74-20,0.456019255,0.039426249,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet75,single set of methods,0,5,Webhannet75-5,0.550803628,0.057327466,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet75,single set of methods,5,10,Webhannet75-10,0.472927276,0.045205466,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet75,single set of methods,10,15,Webhannet75-15,0.413749204,0.034684675,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet75,single set of methods,15,20,Webhannet75-20,0.447366327,0.031054838,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet76,single set of methods,0,5,Webhannet76-5,0.313096754,0.024206144,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet76,single set of methods,5,10,Webhannet76-10,0.421208625,0.039100264,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet76,single set of methods,10,15,Webhannet76-15,0.326523711,0.021692826,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet76,single set of methods,15,20,Webhannet76-20,0.51012492,0.045487278,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet77,single set of methods,0,5,Webhannet77-5,0.436525302,0.052695083,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet77,single set of methods,5,10,Webhannet77-10,0.479988861,0.046078118,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet77,single set of methods,10,15,Webhannet77-15,0.709540102,0.068202311,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet77,single set of methods,15,20,Webhannet77-20,0.405195735,0.035231873,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet78,single set of methods,0,5,Webhannet78-5,0.359046785,0.032502874,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet78,single set of methods,5,10,Webhannet78-10,0.558561426,0.068214595,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet78,single set of methods,10,15,Webhannet78-15,0.512313017,0.05418868,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet78,single set of methods,15,20,Webhannet78-20,0.388486633,0.040144931,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet79,single set of methods,0,5,Webhannet79-5,0.435729631,0.027632328,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet79,single set of methods,5,10,Webhannet79-10,0.403306015,0.035879478,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet79,single set of methods,10,15,Webhannet79-15,0.377844526,0.028221936,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet79,single set of methods,15,20,Webhannet79-20,0.454129535,0.034663366,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet80,single set of methods,0,5,Webhannet80-5,0.416434596,0.04212237,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet80,single set of methods,5,10,Webhannet80-10,0.42260105,0.040203553,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet80,single set of methods,10,15,Webhannet80-15,0.466462444,0.038012974,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet80,single set of methods,15,20,Webhannet80-20,0.475811585,0.035636646,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet81,single set of methods,0,5,Webhannet81-5,0.335972311,0.026869438,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet81,single set of methods,5,10,Webhannet81-10,0.364019733,0.025194802,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet81,single set of methods,10,15,Webhannet81-15,0.459201941,0.040437046,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet81,single set of methods,15,20,Webhannet81-20,0.467655952,0.043719801,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet82,single set of methods,0,5,Webhannet82-5,0.430657225,0.042974945,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet82,single set of methods,5,10,Webhannet82-10,0.460395449,0.045904537,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet82,single set of methods,10,15,Webhannet82-15,0.465368396,0.03937479,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet82,single set of methods,15,20,Webhannet82-20,0.478298059,0.0447147,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet83,single set of methods,0,5,Webhannet83-5,0.388486633,0.026459749,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet83,single set of methods,5,10,Webhannet83-10,0.529817791,0.046611899,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet83,single set of methods,10,15,Webhannet83-15,0.630569701,0.049551346,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet83,single set of methods,15,20,Webhannet83-20,0.715905474,0.058164463,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet84,single set of methods,0,5,Webhannet84-5,0.600433641,0.052380495,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet84,single set of methods,5,10,Webhannet84-10,0.520667568,0.035101094,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet84,single set of methods,10,15,Webhannet84-15,0.527430777,0.038380663,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet84,single set of methods,15,20,Webhannet84-20,0.731023234,0.065935769,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet85,single set of methods,0,5,Webhannet85-5,0.447764163,0.040773407,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet85,single set of methods,5,10,Webhannet85-10,0.459798695,0.04137774,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet85,single set of methods,10,15,Webhannet85-15,0.505549809,0.048032323,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet85,single set of methods,15,20,Webhannet85-20,0.48008832,0.044131489,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet86,single set of methods,0,5,Webhannet86-5,0.506544398,0.059383294,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet86,single set of methods,5,10,Webhannet86-10,0.494410407,0.046790781,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet86,single set of methods,10,15,Webhannet86-15,0.509329249,0.051581689,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet86,single set of methods,15,20,Webhannet86-20,0.493913113,0.037174321,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet87,single set of methods,0,5,Webhannet87-5,0.440105824,0.049935831,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet87,single set of methods,5,10,Webhannet87-10,0.487846117,0.051439572,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet87,single set of methods,10,15,Webhannet87-15,0.57885105,0.065175197,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet87,single set of methods,15,20,Webhannet87-20,0.560351687,0.0492061,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet88,single set of methods,0,5,Webhannet88-5,0.437320974,0.041946053,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet88,single set of methods,5,10,Webhannet88-10,0.446968491,0.035178559,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet88,single set of methods,10,15,Webhannet88-15,0.483072088,0.035034181,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet88,single set of methods,15,20,Webhannet88-20,0.579049968,0.052061672,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet89,single set of methods,0,5,Webhannet89-5,0.36799809,0.033903429,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet89,single set of methods,5,10,Webhannet89-10,0.727741088,0.088936147,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet89,single set of methods,10,15,Webhannet89-15,0.517385423,0.053208688,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet89,single set of methods,15,20,Webhannet89-20,0.465070019,0.04202419,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet90,single set of methods,0,5,Webhannet90-5,0.494708784,0.06051921,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet90,single set of methods,5,10,Webhannet90-10,0.593769892,0.07411671,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet90,single set of methods,10,15,Webhannet90-15,0.392663908,0.043626763,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet90,single set of methods,15,20,Webhannet90-20,0.37277212,0.031892176,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet91,single set of methods,0,5,Webhannet91-5,0.6155514,0.062415376,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet91,single set of methods,5,10,Webhannet91-10,0.476706715,0.031670337,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet91,single set of methods,10,15,Webhannet91-15,0.836847549,0.071011711,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet91,single set of methods,15,20,Webhannet91-20,1.407244589,0.103324902,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet92,single set of methods,0,5,Webhannet92-5,0.442592298,0.028825875,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet92,single set of methods,5,10,Webhannet92-10,0.449454965,0.040058933,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet92,single set of methods,10,15,Webhannet92-15,0.531508593,0.047415882,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet92,single set of methods,15,20,Webhannet92-20,0.585017505,0.062579639,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet93,single set of methods,0,5,Webhannet93-5,0.485459102,0.059508555,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet93,single set of methods,5,10,Webhannet93-10,0.543841502,0.058242428,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet93,single set of methods,10,15,Webhannet93-15,0.390774188,0.034909149,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet93,single set of methods,15,20,Webhannet93-20,0.379634787,0.030112411,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet94,single set of methods,0,5,Webhannet94-5,0.414843253,0.038082732,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet94,single set of methods,5,10,Webhannet94-10,0.444780395,0.041288402,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet94,single set of methods,10,15,Webhannet94-15,0.471833227,0.049809595,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet94,single set of methods,15,20,Webhannet94-20,0.456019255,0.038546327,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet95,single set of methods,0,5,Webhannet95-5,0.426977244,0.031507395,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet95,single set of methods,5,10,Webhannet95-10,0.499084978,0.039505324,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet95,single set of methods,10,15,Webhannet95-15,0.722270847,0.053238527,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet95,single set of methods,15,20,Webhannet95-20,0.734305379,0.067741704,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet96,single set of methods,0,5,Webhannet96-5,0.50356063,0.043888141,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet96,single set of methods,5,10,Webhannet96-10,0.422700509,0.025048706,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet96,single set of methods,10,15,Webhannet96-15,0.494310948,0.04334595,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet96,single set of methods,15,20,Webhannet96-20,0.562241407,0.051012749,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet97,single set of methods,0,5,Webhannet97-5,0.514998409,0.048251679,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet97,single set of methods,5,10,Webhannet97-10,0.479292648,0.040493905,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet97,single set of methods,10,15,Webhannet97-15,0.515595162,0.045402999,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet97,single set of methods,15,20,Webhannet97-20,0.630171865,0.061923271,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet98,single set of methods,0,5,Webhannet98-5,0.437420433,0.044533778,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet98,single set of methods,5,10,Webhannet98-10,0.429961012,0.038091775,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet98,single set of methods,10,15,Webhannet98-15,0.467158657,0.03950709,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet98,single set of methods,15,20,Webhannet98-20,0.634846435,0.057234855,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet99,single set of methods,0,5,Webhannet99-5,0.320257798,0.028385937,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet99,single set of methods,5,10,Webhannet99-10,0.34353119,0.028431831,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet99,single set of methods,10,15,Webhannet99-15,0.378839115,0.031354037,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet99,single set of methods,15,20,Webhannet99-20,0.580541852,0.059344477,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet100,single set of methods,0,5,Webhannet100-5,0.447764163,0.045919399,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet100,single set of methods,5,10,Webhannet100-10,0.478795353,0.055634262,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet100,single set of methods,10,15,Webhannet100-15,0.408179504,0.042163082,,,
Vincent_and_Dionne_2023,Webhannet,Webhannet100,single set of methods,15,20,Webhannet100-20,0.449256047,0.033776436,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island1,single set of methods,0,5,Drakes Island1-5,0.97986951,0.083537781,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island1,single set of methods,5,10,Drakes Island1-10,0.603516868,0.102252474,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island1,single set of methods,10,15,Drakes Island1-15,0.870961967,0.076415217,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island1,single set of methods,15,20,Drakes Island1-20,0.689747772,0.051518607,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island2,single set of methods,0,5,Drakes Island2-5,0.592377467,0.079965054,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island2,single set of methods,5,10,Drakes Island2-10,0.743853437,0.089577663,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island2,single set of methods,10,15,Drakes Island2-15,0.691538033,0.055437568,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island2,single set of methods,15,20,Drakes Island2-20,0.646980426,0.075685971,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island3,single set of methods,0,5,Drakes Island3-5,0.59396881,0.063603207,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island3,single set of methods,5,10,Drakes Island3-10,0.520468651,0.047763038,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island3,single set of methods,10,15,Drakes Island3-15,0.519672979,0.049986349,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island3,single set of methods,15,20,Drakes Island3-20,0.538769096,0.043552932,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island4,single set of methods,0,5,Drakes Island4-5,0.520866486,0.128163266,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island4,single set of methods,5,10,Drakes Island4-10,0.569800286,0.091566603,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island4,single set of methods,10,15,Drakes Island4-15,0.656627944,0.087389174,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island4,single set of methods,15,20,Drakes Island4-20,0.495703374,0.076842569,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island5,single set of methods,0,5,Drakes Island5-5,0.526237269,0.120017666,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island5,single set of methods,5,10,Drakes Island5-10,0.528425366,0.121463204,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island5,single set of methods,10,15,Drakes Island5-15,0.690443985,0.080016988,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island5,single set of methods,15,20,Drakes Island5-20,0.898611553,0.04346526,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island6,single set of methods,0,5,Drakes Island6-5,0.530215627,0.116488638,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island6,single set of methods,5,10,Drakes Island6-10,0.530016709,0.107726455,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island6,single set of methods,10,15,Drakes Island6-15,0.682785646,0.102622007,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island6,single set of methods,15,20,Drakes Island6-20,0.931631922,0.085595249,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island7,single set of methods,0,5,Drakes Island7-5,0.860817155,0.032565382,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island7,single set of methods,5,10,Drakes Island7-10,1.069084182,0.063410625,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island7,single set of methods,10,15,Drakes Island7-15,0.82262492,0.107753625,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island7,single set of methods,15,20,Drakes Island7-20,1.159790738,0.072584298,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island8,single set of methods,0,5,Drakes Island8-5,1.171526894,0.013911322,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island8,single set of methods,5,10,Drakes Island8-10,0.952319383,0.057922093,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island8,single set of methods,10,15,Drakes Island8-15,1.110459102,0.059563152,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island8,single set of methods,15,20,Drakes Island8-20,1.02790818,0.077906654,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island9,single set of methods,0,5,Drakes Island9-5,0.888665659,0.079165885,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island9,single set of methods,5,10,Drakes Island9-10,0.820934118,0.074658175,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island9,single set of methods,10,15,Drakes Island9-15,1.202657543,0.062259096,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island9,single set of methods,15,20,Drakes Island9-20,0.92337683,0.071678091,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island10,single set of methods,0,5,Drakes Island10-5,0.919995226,0.12517915,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island10,single set of methods,5,10,Drakes Island10-10,1.069084182,0.067711685,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island10,single set of methods,10,15,Drakes Island10-15,0.980167887,0.06860308,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island10,single set of methods,15,20,Drakes Island10-20,1.061425843,0.115112859,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island11,single set of methods,0,5,Drakes Island11-5,0.873647358,0.084043217,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island11,single set of methods,5,10,Drakes Island11-10,0.833465945,0.056021556,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island11,single set of methods,10,15,Drakes Island11-15,0.859026894,0.059272965,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island11,single set of methods,15,20,Drakes Island11-20,0.867779281,0.057273008,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island12,single set of methods,0,5,Drakes Island12-5,0.584420751,0.082547076,,,
